,Age,Gender,Country,WorkHoursPerWeek,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,WorkLifeBalanceScore,BurnoutRisk
1482,30,1,5,54,1.19,8.47,6.16,3.93,5.9,3.2,63,1,3.47,1,3,3.16,0
1483,59,2,6,47,9.79,3.13,3.89,2.75,8.9,4.0,94,0,9.83,0,4,1.92,1
1484,43,3,1,43,1.6,2.99,3.31,3.08,5.2,6.7,36,0,5.87,1,8,4.1,0
1485,23,2,0,35,9.08,6.48,6.46,9.02,7.0,3.8,77,1,2.73,0,2,6.81,1
1486,45,0,3,41,3.82,8.36,8.36,2.84,8.2,2.0,69,1,8.73,0,2,5.67,0
1487,29,1,5,49,6.29,3.25,1.84,8.91,8.0,8.7,6,0,3.88,1,8,3.19,0
1488,32,2,6,52,7.11,9.39,3.48,5.02,4.5,9.2,103,1,3.6,1,8,7.91,1
1489,34,0,0,59,2.27,9.35,2.85,9.41,7.5,6.3,23,0,3.95,1,3,2.18,0
1490,38,1,3,59,4.99,2.8,8.19,4.67,5.3,8.1,113,0,7.91,1,0,3.05,0
1491,29,2,4,35,3.93,3.37,9.4,2.6,5.8,9.9,67,1,2.56,1,0,7.08,0
1492,42,2,4,55,1.51,7.31,1.72,5.94,6.4,6.1,54,1,4.44,1,8,2.78,0
1493,39,0,4,59,8.5,9.57,4.41,6.29,8.0,9.1,88,0,1.28,1,5,7.11,1
1494,51,1,1,38,1.41,7.39,9.23,6.72,4.8,3.6,2,1,8.44,1,4,9.79,0
1495,39,1,5,59,6.88,5.0,4.1,4.7,4.5,7.0,91,1,4.07,1,9,8.48,0
1496,52,2,4,54,3.83,2.52,7.41,1.44,4.8,0.6,22,1,3.23,1,2,2.44,0
1497,59,2,1,55,2.73,5.15,1.91,6.64,5.1,7.9,35,1,6.22,0,2,5.68,0
1498,53,2,2,33,7.0,6.46,5.0,9.4,4.3,8.3,56,1,7.34,1,1,4.8,0
1499,32,1,1,46,6.17,3.98,5.53,9.62,8.6,4.0,118,0,8.32,1,6,9.93,0
1500,46,0,6,31,3.84,5.59,7.82,6.37,5.6,6.4,47,1,4.13,0,8,9.68,0
1501,54,0,1,45,5.62,2.17,3.6,1.18,4.9,8.6,12,1,8.31,0,5,2.14,0
1502,59,1,5,53,3.22,5.07,3.38,1.95,7.2,8.8,60,1,5.18,1,9,9.18,0
1503,29,3,0,43,8.77,1.82,3.73,8.51,7.9,1.1,85,0,1.91,0,0,2.74,1
1504,32,0,1,55,3.82,1.44,6.0,8.47,7.8,8.3,88,0,8.62,1,5,3.88,0
1505,43,2,4,37,3.21,8.72,8.88,9.51,7.6,2.7,118,0,5.93,0,7,4.18,0
1506,45,3,6,43,7.77,2.85,8.48,6.07,4.3,7.3,106,1,6.42,0,7,3.58,1
1507,38,3,3,31,1.16,6.18,1.52,8.77,7.9,3.3,23,0,9.44,0,9,8.68,0
1508,33,0,4,45,3.41,2.34,8.91,8.42,6.5,0.6,42,1,6.03,1,2,3.97,0
1509,53,3,6,33,4.38,3.36,1.86,6.3,7.2,2.1,100,1,1.05,0,0,8.35,0
1510,36,3,2,30,8.94,4.25,4.74,8.05,8.8,4.1,115,0,8.84,0,4,9.95,1
1511,37,0,3,52,9.55,2.29,7.89,2.13,8.1,7.4,32,0,3.56,0,5,8.57,1
1512,43,0,2,49,7.45,1.41,1.73,6.75,8.1,1.0,77,0,5.52,0,9,4.12,1
1513,49,3,0,56,5.43,8.89,1.36,9.58,4.9,8.1,23,0,2.84,0,8,7.4,0
1514,41,2,6,43,6.77,1.11,3.97,2.46,6.4,10.0,21,1,3.67,0,1,5.81,0
1515,54,1,2,37,4.73,1.55,7.57,7.7,8.7,7.9,51,0,7.18,1,0,8.08,0
1516,31,3,0,54,3.69,8.25,5.7,3.89,6.9,4.7,114,1,4.87,1,6,2.38,0
1517,53,3,6,57,9.56,3.54,4.75,8.35,4.5,5.7,100,0,6.64,1,1,6.74,1
1518,54,2,6,54,2.04,7.51,8.32,7.27,7.7,0.1,115,0,8.41,0,1,7.96,0
1519,23,3,2,32,4.12,2.32,7.9,9.34,4.2,2.1,86,0,4.07,0,2,7.85,0
1520,54,3,6,34,9.09,3.14,8.07,7.41,7.7,9.0,5,1,6.12,0,3,9.67,1
1521,54,1,4,35,7.51,6.15,5.14,4.69,8.4,0.2,18,0,8.0,1,6,1.53,1
1522,34,1,6,51,1.26,9.9,1.18,1.1,6.1,9.0,75,1,7.44,0,0,4.11,0
1523,51,1,5,55,1.21,1.66,2.55,8.14,6.1,1.1,89,1,5.86,0,5,5.29,0
1524,54,0,0,37,5.65,4.6,7.67,4.68,5.5,1.3,28,1,4.45,0,6,3.79,0
1525,34,0,6,35,5.36,1.39,7.78,7.04,8.4,1.8,63,1,4.67,0,2,3.79,0
1526,47,1,5,35,4.99,2.79,9.75,1.95,6.7,8.0,13,1,4.9,0,2,2.59,0
1527,43,1,6,33,3.72,9.17,2.71,9.02,6.9,4.8,80,1,4.14,0,1,8.32,0
1528,23,0,6,36,9.88,1.87,2.11,4.92,7.3,1.5,29,1,7.29,1,4,9.17,1
1529,59,2,2,59,3.45,8.71,2.25,9.28,5.5,6.9,70,1,2.13,1,6,1.74,0
1530,47,3,4,59,5.41,2.6,2.66,7.36,6.2,9.4,20,1,9.71,1,2,2.39,0
1531,36,3,0,53,4.64,8.76,5.76,2.09,7.7,5.7,64,0,8.01,0,6,3.06,0
1532,55,1,4,48,2.53,5.84,9.78,6.21,8.9,1.0,112,0,3.68,1,7,5.58,0
1533,32,2,3,36,2.82,8.9,6.3,9.19,4.2,0.5,101,0,1.38,0,2,8.12,0
1534,24,0,2,32,9.26,2.37,5.7,8.2,4.2,8.0,3,1,7.4,0,0,1.64,1
1535,27,1,2,37,8.72,7.86,7.06,4.76,6.1,6.3,45,1,7.61,1,2,6.73,1
1536,30,2,4,30,2.79,7.13,1.67,9.6,7.3,9.2,7,0,9.67,0,5,2.34,0
1537,27,2,1,30,8.88,5.89,8.34,3.42,5.9,5.5,17,0,3.28,1,0,9.74,1
1538,30,2,2,43,2.88,8.3,6.82,4.38,9.0,0.6,115,1,1.74,1,8,9.09,0
1539,52,0,4,35,6.64,6.83,2.54,7.75,5.0,4.0,59,0,9.24,1,2,9.55,0
1540,53,0,2,39,1.73,8.89,6.68,3.1,4.0,6.6,44,1,3.33,0,2,1.96,0
1541,33,3,6,54,8.92,4.43,6.37,5.64,5.0,3.8,71,0,7.49,0,6,5.39,1
1542,29,3,4,57,1.46,6.31,1.58,7.56,8.4,10.0,94,1,1.55,0,6,2.49,0
1543,29,2,4,43,5.99,8.84,3.4,6.8,4.7,4.1,30,1,7.85,1,5,6.4,0
1544,49,2,5,33,8.02,2.93,4.52,2.4,6.4,5.5,27,1,2.14,1,6,3.09,1
1545,41,0,2,35,2.05,5.37,3.2,6.67,6.1,2.3,119,1,7.26,1,4,7.94,0
1546,28,3,2,45,4.64,9.65,3.19,6.15,7.3,1.5,111,0,5.79,0,7,6.8,0
1547,32,2,4,57,1.38,5.26,6.16,6.02,4.3,6.5,63,1,9.6,0,9,6.14,0
1548,41,3,6,50,7.14,3.28,5.24,8.43,7.3,5.9,36,1,1.33,0,1,8.43,1
1549,37,3,6,57,3.77,4.16,7.01,2.66,5.8,0.0,66,0,3.63,0,4,5.5,0
1550,25,2,0,30,6.03,8.97,9.61,7.76,8.6,2.8,108,0,1.63,1,8,3.43,0
1551,27,0,6,35,9.39,9.59,6.95,7.85,8.2,6.4,78,0,8.91,0,3,6.59,1
1552,43,2,2,38,3.75,9.55,6.24,7.5,6.0,8.1,67,1,6.35,0,7,9.61,0
1553,47,2,1,44,1.44,7.29,8.63,5.55,9.0,3.1,34,1,5.81,1,2,6.41,0
1554,24,3,5,41,7.08,5.59,6.69,4.56,4.3,6.5,97,0,2.18,0,5,6.67,1
1555,35,2,4,32,8.08,2.64,2.49,4.55,7.9,2.7,35,0,5.4,0,7,9.41,1
1556,32,0,3,40,9.62,2.11,3.83,7.6,6.2,6.9,56,0,4.59,1,8,5.64,1
1557,39,2,5,44,2.42,1.54,7.6,5.48,6.2,7.0,69,1,3.84,0,6,9.97,0
1558,33,0,1,32,4.53,1.16,7.65,4.05,4.9,1.3,3,0,7.95,1,5,2.44,0
1559,44,0,3,43,8.6,8.9,9.88,6.63,6.6,6.7,48,0,1.55,0,5,5.83,1
1560,33,3,5,31,8.26,8.28,6.64,8.53,4.4,3.3,93,1,6.82,1,5,2.92,1
1561,34,1,6,58,6.62,6.11,9.1,1.55,7.1,1.7,38,1,8.41,0,9,5.08,0
1562,46,1,2,33,3.42,9.99,1.49,9.75,5.2,5.0,17,1,9.17,1,8,2.54,0
1563,40,3,1,55,3.56,9.58,6.1,1.87,7.6,4.5,59,0,7.71,0,2,3.0,0
1564,57,2,3,48,2.12,6.9,9.28,5.61,7.0,7.7,85,1,3.54,0,3,2.9,0
1565,29,3,1,41,9.3,5.18,3.59,6.04,7.7,0.8,9,1,6.4,1,2,3.88,1
1566,50,0,5,31,2.56,2.37,2.39,2.24,7.7,7.9,112,0,2.27,1,8,2.21,0
1567,53,1,2,46,6.16,5.64,4.15,9.24,5.0,1.1,92,1,2.05,1,4,8.28,0
1568,39,3,1,32,6.26,2.42,8.13,5.24,4.0,2.1,22,0,6.75,0,9,2.99,0
1569,27,2,3,39,4.33,4.59,1.76,2.29,5.8,5.2,67,0,8.66,1,7,4.75,0
1570,39,3,4,45,4.17,9.48,6.4,7.4,8.6,4.6,58,1,1.61,0,7,1.14,0
1571,40,1,5,51,7.02,4.08,2.22,6.97,6.9,9.9,82,0,1.95,1,8,1.94,1
1572,43,3,4,38,4.49,2.38,4.92,9.67,7.6,5.9,89,0,6.09,0,9,9.07,0
1573,58,3,6,40,3.3,6.24,9.69,4.97,8.4,3.3,6,0,2.96,0,6,8.53,0
1574,53,1,4,50,4.59,6.42,2.76,3.41,8.5,9.0,12,1,6.51,1,2,8.57,0
1575,24,0,4,44,8.27,2.74,1.31,1.54,6.6,3.1,2,0,2.93,0,4,4.7,1
1576,49,0,0,32,9.7,2.77,4.84,7.6,6.7,2.7,39,0,2.05,1,2,2.27,1
1577,31,1,5,45,6.72,9.91,6.2,6.56,8.3,4.9,10,1,5.91,1,1,1.97,0
1578,56,3,6,59,8.04,3.19,3.68,9.75,8.0,9.1,79,1,8.76,1,2,6.45,1
1579,50,1,4,50,5.8,8.54,5.88,7.41,7.5,7.1,83,0,7.17,0,9,8.45,0
1580,36,0,2,50,6.62,5.23,9.58,9.4,7.0,6.8,50,0,8.37,0,8,9.1,0
1581,54,2,3,50,9.89,4.91,3.81,9.92,7.1,7.3,86,1,3.4,0,8,3.6,1
1582,28,3,4,57,4.95,3.65,3.78,4.86,5.8,6.6,22,0,8.97,0,7,3.89,0
1583,33,0,6,41,1.6,7.96,5.34,2.35,8.2,7.6,31,1,4.39,1,6,1.91,0
1584,51,3,4,52,9.61,8.93,5.64,2.76,7.1,1.9,40,1,8.67,0,0,7.97,1
1585,42,1,3,34,8.14,3.35,1.01,3.87,5.1,1.8,41,1,5.24,1,8,3.48,1
1586,52,2,6,36,4.58,1.86,6.54,5.58,5.2,3.6,118,0,3.41,0,9,5.33,0
1587,45,1,5,38,9.84,2.23,9.98,2.1,8.3,8.5,37,1,3.34,0,1,9.36,1
1588,41,2,6,50,4.11,8.14,3.63,3.72,7.1,7.1,66,1,6.11,0,5,7.77,0
1589,58,3,5,47,4.35,4.92,6.68,3.77,6.0,5.7,115,1,1.71,0,9,1.47,0
1590,25,3,6,50,6.49,2.19,1.04,1.04,4.9,0.2,71,0,9.37,1,4,1.07,0
1591,49,1,1,37,3.47,4.06,6.44,4.19,7.1,2.4,101,0,3.44,0,5,8.09,0
1592,41,2,3,41,7.29,5.63,5.02,2.05,4.9,8.0,103,1,4.02,1,7,5.97,1
1593,45,2,3,49,2.38,8.67,5.77,4.87,6.4,2.4,77,1,3.1,1,7,7.48,0
1594,53,3,6,31,1.97,6.78,5.9,2.77,7.4,7.3,71,0,1.03,0,9,2.41,0
1595,57,1,1,39,5.81,2.58,2.59,8.4,6.8,1.8,74,0,7.23,0,1,8.85,0
1596,55,2,4,48,6.0,2.43,7.93,1.72,8.6,6.1,105,0,6.31,1,6,7.96,0
1597,57,3,3,38,1.96,4.71,6.0,8.79,4.2,6.3,118,1,8.29,0,1,9.02,0
1598,23,0,5,54,9.68,1.68,3.43,6.22,5.4,7.5,41,0,1.37,0,0,4.07,1
1599,36,1,5,53,6.16,7.8,9.44,5.13,4.3,4.4,42,1,9.36,1,7,3.48,0
1600,55,0,2,37,2.36,4.61,1.11,5.95,5.0,6.3,32,1,3.98,0,8,2.37,0
1601,57,1,0,53,3.8,4.09,7.53,4.38,4.6,4.9,78,0,9.22,0,6,9.37,0
1602,27,3,1,53,8.2,5.58,4.43,2.15,7.7,9.5,36,1,1.96,0,3,2.59,1
1603,33,2,0,53,5.71,7.38,5.7,7.89,5.8,5.2,77,1,7.7,1,6,2.07,0
1604,24,2,0,30,2.69,6.12,3.62,9.35,8.6,2.1,118,0,6.21,1,3,2.73,0
1605,39,2,5,35,1.93,8.22,3.89,9.55,4.1,6.7,89,1,4.22,1,6,7.94,0
1606,42,1,2,41,4.88,6.66,1.14,7.04,7.3,5.5,56,1,1.71,0,3,9.01,0
1607,36,3,0,54,4.04,8.09,7.57,4.69,8.9,8.0,63,0,6.44,0,8,8.3,0
1608,54,0,0,53,6.9,7.27,7.4,5.31,4.9,1.8,63,1,1.24,1,4,6.07,0
1609,56,3,6,48,9.33,2.74,6.89,6.91,6.2,2.6,59,0,5.51,0,6,9.94,1
1610,47,0,6,56,3.23,1.47,8.9,8.41,7.5,9.2,51,0,6.44,1,7,1.62,0
1611,29,1,6,46,8.7,9.13,9.11,4.37,7.2,9.3,71,1,7.59,1,4,8.8,1
1612,57,1,4,31,9.28,9.51,6.01,9.25,6.8,4.4,112,1,9.92,0,0,4.85,1
1613,51,0,0,40,9.12,7.54,7.16,3.92,5.6,0.5,67,0,3.34,1,3,5.1,1
1614,44,0,4,47,9.57,7.52,1.1,5.78,7.6,3.1,99,0,3.9,0,2,2.15,1
1615,35,0,2,52,8.58,3.43,8.62,9.65,7.3,2.5,81,1,4.07,0,6,1.3,1
1616,35,3,1,57,6.34,5.88,8.35,9.44,4.8,4.1,26,1,7.58,0,5,3.85,0
1617,23,0,5,51,4.69,9.93,1.18,7.26,8.8,3.2,58,1,9.39,1,5,2.57,0
1618,58,1,0,40,5.43,8.71,5.89,3.92,6.8,8.3,18,0,9.77,0,1,5.35,0
1619,26,1,5,47,8.85,3.74,9.16,2.97,6.6,0.0,2,1,9.51,0,5,2.33,1
1620,59,2,1,37,3.71,3.71,2.63,1.72,8.2,6.4,72,1,8.91,0,7,2.24,0
1621,35,0,6,44,2.43,5.35,4.17,7.38,7.2,6.6,38,1,9.92,0,4,8.89,0
1622,46,3,0,38,2.27,4.64,3.98,5.53,4.4,6.6,65,1,4.38,1,8,9.29,0
1623,41,3,3,44,8.44,4.34,4.2,6.15,6.5,5.2,72,0,9.53,1,1,9.68,1
1624,23,3,4,36,7.85,6.64,1.38,5.25,7.9,6.1,55,0,7.85,0,6,7.12,1
1625,27,2,4,49,5.48,1.1,3.51,5.35,7.5,8.1,5,1,2.52,0,5,7.94,0
1626,38,1,0,42,3.47,7.87,3.65,6.14,8.9,7.8,101,1,1.41,1,5,8.52,0
1627,46,3,1,42,7.1,7.66,8.79,9.23,4.1,0.3,27,0,2.93,0,3,6.93,1
1628,49,1,6,30,1.35,8.47,4.17,1.26,5.3,0.3,47,1,8.01,0,9,3.97,0
1629,23,2,4,49,6.11,8.57,5.02,8.21,6.7,8.4,97,0,6.69,1,8,2.41,0
1630,56,0,6,33,4.59,6.1,4.43,4.51,7.1,5.7,92,0,3.02,1,5,3.14,0
1631,58,0,2,53,9.8,8.02,2.09,7.7,5.4,9.6,47,0,7.68,0,7,8.56,1
1632,26,0,5,33,5.57,5.43,9.91,9.54,8.1,4.3,66,0,2.27,1,7,7.26,0
1633,22,3,1,33,5.97,9.56,8.43,3.76,4.8,1.8,53,1,8.4,1,3,5.1,0
1634,33,0,3,42,7.41,2.72,5.87,1.81,4.0,4.7,15,0,8.15,0,4,1.26,1
1635,57,3,5,31,5.36,9.24,5.29,3.09,8.8,4.4,107,1,9.75,0,1,3.4,0
1636,44,2,5,57,3.02,3.33,6.84,3.0,6.0,5.2,34,1,2.35,1,3,7.56,0
1637,52,2,2,55,5.84,1.92,3.94,7.68,8.8,8.1,74,0,9.16,0,5,5.61,0
1638,32,3,4,52,9.5,4.95,1.45,1.56,5.4,6.6,106,0,4.07,0,1,4.92,1
1639,31,1,3,44,4.69,6.53,4.64,1.46,4.3,1.9,86,0,4.74,1,1,3.82,0
1640,24,0,4,33,7.12,3.08,9.86,7.24,7.9,7.3,29,1,5.22,0,9,6.46,1
1641,35,0,0,56,9.8,6.0,2.64,6.01,8.2,5.9,47,0,6.64,1,6,9.7,1
1642,37,0,5,35,8.47,8.27,5.75,4.76,6.5,5.8,68,0,9.95,1,9,9.11,1
1643,31,3,0,32,6.93,3.31,1.08,6.18,4.4,6.8,115,0,6.4,0,4,1.27,0
1644,50,2,6,36,7.62,6.22,2.1,7.62,7.3,5.6,7,1,9.34,1,2,5.33,1
1645,31,0,5,35,9.43,4.05,6.28,1.93,4.9,4.6,106,0,3.3,0,2,3.97,1
1646,33,2,4,32,9.64,5.77,3.68,5.98,8.2,6.4,106,0,4.59,0,6,5.6,1
1647,51,0,5,33,9.72,7.0,9.15,8.42,5.4,7.2,113,0,5.54,0,2,6.46,1
1648,22,0,6,39,6.63,4.15,4.66,4.26,8.2,2.3,50,1,3.91,0,9,2.8,0
1649,26,3,2,59,4.46,9.95,2.87,7.87,6.1,5.0,9,0,9.79,1,4,8.03,0
1650,41,1,0,50,2.2,6.07,5.91,8.61,7.0,4.6,27,1,7.53,0,1,5.28,0
1651,29,3,0,38,4.47,8.42,8.15,8.39,7.9,0.4,35,1,5.31,1,2,9.93,0
1652,33,0,4,59,9.49,7.53,1.17,6.85,4.2,8.3,59,1,7.76,0,3,1.23,1
1653,22,0,5,35,9.01,8.68,5.55,7.46,8.1,3.8,9,1,5.21,0,0,2.71,1
1654,41,1,4,58,5.71,2.56,7.96,8.09,4.7,0.7,13,1,1.16,1,3,7.21,0
1655,49,2,2,49,5.83,3.0,1.93,7.6,5.8,4.6,101,0,5.89,1,3,7.26,0
1656,58,2,5,56,3.78,5.39,9.13,5.07,6.4,1.6,62,0,6.63,0,2,6.24,0
1657,58,0,5,40,5.09,8.67,3.38,2.43,8.5,7.0,100,1,9.83,1,9,9.75,0
1658,33,2,4,36,7.43,2.78,2.54,3.79,4.1,5.7,46,1,1.37,1,8,4.74,1
1659,58,0,4,47,4.62,9.74,6.3,2.87,6.8,2.7,68,1,5.61,1,2,4.75,0
1660,49,1,6,33,2.69,2.15,2.58,4.25,7.2,9.5,118,1,1.88,0,1,9.19,0
1661,36,1,1,34,5.87,2.58,7.12,5.4,5.6,2.9,55,0,2.34,0,6,5.85,0
1662,27,0,1,33,3.03,2.51,5.41,9.63,5.5,5.5,5,0,6.49,0,8,4.18,0
1663,41,1,2,33,9.77,6.27,1.99,9.64,6.5,8.0,93,1,3.08,1,5,7.47,1
1664,35,3,1,56,4.51,9.26,9.21,7.93,4.9,5.1,18,1,7.74,0,4,6.58,0
1665,23,3,6,42,9.19,3.3,7.06,9.82,6.3,9.6,51,1,5.63,0,0,3.76,1
1666,30,1,0,45,3.03,5.98,5.91,9.98,7.8,8.4,61,0,2.96,1,2,3.68,0
1667,58,0,5,54,2.7,2.58,4.37,8.97,8.2,9.2,48,1,5.44,0,8,4.56,0
1668,41,0,4,43,6.55,6.68,2.21,1.72,5.9,3.7,77,0,1.01,0,7,1.64,0
1669,47,1,5,40,8.01,2.11,7.37,4.83,7.1,5.5,10,0,8.76,0,8,9.48,1
1670,50,2,5,58,6.1,5.42,8.32,5.81,4.0,8.4,45,1,1.11,1,7,2.65,0
1671,22,3,3,31,3.07,6.9,2.13,2.12,6.8,9.0,68,0,1.06,1,0,2.74,0
1672,56,2,0,51,1.34,6.21,5.45,8.28,8.9,9.4,44,1,6.5,0,7,6.82,0
1673,27,0,3,43,6.56,2.26,5.36,2.34,5.6,8.8,94,0,9.76,0,7,7.52,0
1674,58,0,1,53,2.18,2.45,4.15,4.45,7.0,7.3,107,1,8.7,1,4,7.63,0
1675,26,2,5,53,4.09,7.04,8.1,1.62,7.8,0.2,57,1,3.27,1,5,4.38,0
1676,54,1,4,56,7.08,8.28,1.9,5.72,7.0,3.1,31,1,2.77,1,1,8.86,1
1677,35,2,5,36,1.88,9.17,2.85,6.37,6.1,1.3,87,1,6.64,0,0,5.9,0
1678,33,2,0,55,2.15,8.32,1.01,7.62,4.8,1.5,114,1,8.4,0,7,4.95,0
1679,41,3,3,40,1.55,9.77,4.36,4.06,6.3,2.9,9,1,4.26,1,6,8.29,0
1680,45,3,4,33,9.96,4.67,3.62,6.31,5.5,0.7,12,0,4.89,1,3,3.19,1
1681,55,2,5,36,4.48,3.98,8.8,7.61,7.5,2.4,110,0,2.04,0,6,8.74,0
1682,46,2,2,58,9.15,1.25,7.71,7.86,6.2,9.6,115,1,2.38,1,1,5.85,1
1683,50,0,0,45,3.64,5.05,1.76,3.71,8.2,3.1,12,0,6.12,0,1,9.1,0
1684,52,3,0,55,7.78,6.86,7.67,1.61,5.0,1.6,35,1,1.92,1,6,2.81,1
1685,44,3,2,35,2.97,8.34,7.08,1.34,6.1,7.2,85,0,2.82,0,2,9.42,0
1686,59,0,5,56,5.48,3.41,3.54,7.91,6.8,8.3,72,0,3.11,1,5,7.19,0
1687,41,1,0,35,8.42,5.62,1.14,4.47,4.6,3.1,18,1,5.0,0,6,6.56,1
1688,44,3,4,31,8.35,6.96,2.04,2.21,6.9,2.8,115,1,1.41,1,6,4.8,1
1689,37,3,5,53,8.15,5.96,3.25,2.66,5.5,2.4,117,0,5.5,0,9,9.61,1
1690,29,1,5,37,8.41,3.47,8.35,7.9,5.1,3.9,117,0,9.36,0,3,5.0,1
1691,42,3,3,59,2.9,8.17,5.19,6.39,4.7,0.9,6,0,1.22,0,2,5.49,0
1692,22,3,0,56,5.34,2.56,9.27,5.51,5.7,6.7,14,0,6.68,1,0,8.03,0
1693,29,1,0,36,5.36,9.14,8.1,6.61,8.6,8.2,80,0,8.52,0,6,3.56,0
1694,50,1,2,56,9.01,9.57,3.58,2.24,4.2,6.6,45,0,3.81,0,8,3.62,1
1695,53,2,3,54,3.67,4.29,8.61,3.87,8.3,4.2,77,1,2.18,0,0,7.98,0
1696,59,0,1,53,9.38,4.39,2.05,4.37,6.0,2.9,104,0,1.39,1,4,2.16,1
1697,26,0,3,43,5.06,7.69,1.33,3.83,6.8,4.1,47,1,6.8,1,3,8.41,0
1698,43,1,0,38,7.03,5.11,6.48,8.78,6.6,4.2,65,0,5.97,1,9,6.63,1
1699,55,1,5,44,3.42,1.26,4.08,6.23,8.6,6.7,77,1,3.06,0,1,5.85,0
1700,22,3,3,54,4.69,9.28,3.96,7.56,7.9,9.3,3,1,8.48,1,6,3.06,0
1701,47,2,2,51,7.39,4.88,7.18,3.13,8.9,0.7,2,1,7.62,0,6,8.08,1
1702,31,2,3,47,5.61,2.83,8.65,3.38,8.0,9.5,2,1,3.49,1,7,8.24,0
1703,51,1,2,41,9.38,6.0,3.9,3.03,5.5,9.1,74,0,7.78,1,2,5.35,1
1704,39,3,1,52,7.63,2.97,3.93,7.19,8.8,1.2,68,1,3.2,1,5,4.5,1
1705,38,3,3,48,6.08,2.85,5.8,4.14,8.9,1.8,111,1,7.08,0,3,3.22,0
1706,47,0,2,42,8.98,5.91,6.88,4.65,4.6,3.1,118,0,2.07,0,2,7.79,1
1707,29,0,3,36,6.99,4.52,2.83,7.38,8.5,5.6,92,0,7.23,1,3,6.76,0
1708,33,3,1,54,6.83,6.16,9.21,9.75,7.3,1.3,27,0,3.15,1,0,2.86,0
1709,48,0,3,39,3.22,9.97,6.89,2.46,8.6,2.0,22,1,6.15,0,6,8.15,0
1710,29,1,4,59,4.55,8.73,6.63,1.56,8.6,9.0,29,0,2.55,0,6,8.94,0
1711,46,3,2,39,7.15,1.07,9.14,2.75,8.5,1.1,61,1,7.53,0,6,1.53,1
1712,25,0,1,31,9.03,1.46,9.17,7.61,8.4,4.0,86,1,1.55,0,1,7.95,1
1713,54,2,2,43,3.84,6.49,2.22,2.75,4.6,7.6,50,1,2.49,1,0,8.68,0
1714,22,3,2,42,2.94,6.64,2.31,6.26,4.7,8.9,40,0,2.66,1,8,9.92,0
1715,40,3,6,51,6.34,8.9,7.86,6.31,4.6,3.4,85,1,1.37,1,1,3.14,0
1716,52,2,1,58,1.6,6.66,9.61,3.65,4.5,1.6,63,1,7.71,0,4,4.34,0
1717,37,1,3,35,7.43,3.05,7.0,1.62,5.8,7.4,42,1,9.83,0,4,9.7,1
1718,35,2,2,38,7.33,5.22,4.7,4.59,7.4,7.7,75,0,8.01,1,7,1.85,1
1719,26,3,0,42,4.19,8.28,7.15,2.68,5.8,9.8,90,0,8.75,1,0,5.71,0
1720,47,1,6,38,9.03,9.31,3.06,2.66,7.6,1.4,57,1,1.05,1,6,5.56,1
1721,49,0,4,42,5.52,3.13,9.98,5.7,8.1,7.1,58,1,2.06,1,2,6.46,0
1722,23,0,2,34,6.81,5.86,4.88,7.06,7.3,4.2,39,1,6.03,1,1,3.98,0
1723,27,0,2,43,2.89,2.43,9.39,1.68,6.3,9.1,45,1,9.8,0,4,9.33,0
1724,30,3,6,34,4.76,5.47,4.88,6.2,5.5,4.1,61,0,6.95,1,3,3.43,0
1725,54,2,3,38,8.76,1.81,9.35,3.22,4.6,4.5,48,1,4.37,0,8,6.85,1
1726,46,1,0,37,2.92,9.48,4.02,7.06,6.5,1.3,115,0,2.32,0,0,5.46,0
1727,34,0,4,36,4.52,6.74,7.84,8.29,7.6,3.2,78,1,2.38,0,2,3.4,0
1728,30,1,2,37,3.86,8.69,9.56,8.26,6.7,4.0,110,1,4.26,1,2,2.7,0
1729,34,3,3,51,2.36,9.98,6.81,4.33,7.6,0.2,22,0,7.42,0,3,9.61,0
1730,52,0,1,32,3.61,2.64,7.1,6.11,5.7,4.4,43,1,1.29,1,6,6.05,0
1731,32,3,0,52,3.09,7.25,1.93,8.14,4.3,3.4,104,1,8.67,1,4,6.44,0
1732,25,2,1,53,9.31,8.98,5.27,1.55,7.9,8.0,43,0,9.47,0,9,8.05,1
1733,55,3,0,44,7.67,6.18,8.98,6.45,5.1,1.1,18,1,9.0,1,5,1.73,1
1734,59,3,4,37,3.84,6.76,3.17,8.53,7.1,7.6,43,0,9.22,0,2,7.42,0
1735,25,2,5,30,7.87,4.67,8.1,4.35,8.0,7.1,10,0,1.14,1,4,2.49,1
1736,59,1,0,36,1.2,7.07,7.08,5.1,4.7,2.4,59,1,9.8,1,1,7.66,0
1737,40,2,5,48,5.74,4.56,3.01,7.29,7.0,0.8,37,0,4.3,0,3,2.27,0
1738,27,2,1,31,3.25,5.29,3.55,1.61,7.4,8.4,103,0,8.82,0,2,8.49,0
1739,55,3,0,43,2.03,1.93,4.85,4.47,7.7,2.5,106,1,2.68,1,2,7.13,0
1740,39,1,4,47,8.95,1.07,2.13,3.66,4.7,1.5,2,1,5.02,0,3,4.47,1
1741,34,0,6,59,2.79,1.5,9.22,1.15,8.1,3.6,15,1,1.4,0,7,4.23,0
1742,44,2,4,44,8.4,2.73,7.65,2.76,4.5,4.0,95,0,1.36,1,7,2.34,1
